"year","unitid","inst_name","state_name","years_after_entry","earnings_mean"
"2009","145372","Greenville College","Illinois","6","32700"
"2009","145372","Greenville College","Illinois","8","38800"
"2009","145497","Hebrew Theological College","Illinois","10","29800"
"2009","145497","Hebrew Theological College","Illinois","6","22400"
"2009","145497","Hebrew Theological College","Illinois","8","24700"
"2009","145558","Rosalind Franklin University of Medicine and Science","Illinois","10","195700"
"2009","145558","Rosalind Franklin University of Medicine and Science","Illinois","6","78900"
"2009","145558","Rosalind Franklin University of Medicine and Science","Illinois","8","135000"
"2009","145600","University of Illinois at Chicago","Illinois","10","60000"
"2009","145600","University of Illinois at Chicago","Illinois","6","45800"
"2009","145600","University of Illinois at Chicago","Illinois","8","54100"
"2009","145619","Benedictine University","Illinois","10","55300"
"2009","145619","Benedictine University","Illinois","6","42300"
"2009","145619","Benedictine University","Illinois","8","51800"
"2009","145628","Illinois College of Optometry","Illinois","10","95200"
"2009","145628","Illinois College of Optometry","Illinois","6","86900"
"2009","145628","Illinois College of Optometry","Illinois","8","80800"
"2009","145637","University of Illinois at Urbana-Champaign","Illinois","10","66400"
"2009","145637","University of Illinois at Urbana-Champaign","Illinois","6","48500"
"2009","145637","University of Illinois at Urbana-Champaign","Illinois","8","58600"
"2009","145646","Illinois Wesleyan University","Illinois","10","59900"
"2009","145646","Illinois Wesleyan University","Illinois","6","43800"
"2009","145646","Illinois Wesleyan University","Illinois","8","53400"
"2009","145691","Illinois College","Illinois","10","42800"
"2009","145691","Illinois College","Illinois","6","33500"
"2009","145691","Illinois College","Illinois","8","38400"
"2009","145725","Illinois Institute of Technology","Illinois","10","72900"
"2009","145725","Illinois Institute of Technology","Illinois","6","61700"
"2009","145725","Illinois Institute of Technology","Illinois","8","64900"
"2009","145813","Illinois State University","Illinois","10","49200"
"2009","145813","Illinois State University","Illinois","6","38300"
"2009","145813","Illinois State University","Illinois","8","44700"
"2009","146241","The John Marshall Law School","Illinois","8","Suppressed data"
"2009","146339","Judson University","Illinois","10","42500"
"2009","146339","Judson University","Illinois","6","36700"
"2009","146339","Judson University","Illinois","8","42000"
"2009","146427","Knox College","Illinois","10","47800"
"2009","146427","Knox College","Illinois","6","29900"
"2009","146427","Knox College","Illinois","8","41500"
"2009","146481","Lake Forest College","Illinois","10","58900"
"2009","146481","Lake Forest College","Illinois","6","38700"
"2009","146481","Lake Forest College","Illinois","8","48200"
"2009","146490","Lake Forest Graduate School of Management","Illinois","10","Suppressed data"
"2009","146490","Lake Forest Graduate School of Management","Illinois","6","Suppressed data"
"2009","146490","Lake Forest Graduate School of Management","Illinois","8","Suppressed data"
"2009","146533","Lakeview College of Nursing","Illinois","10","Suppressed data"
"2009","146533","Lakeview College of Nursing","Illinois","6","51200"
"2009","146533","Lakeview College of Nursing","Illinois","8","Suppressed data"
"2009","146612","Lewis University","Illinois","10","51000"
"2009","146612","Lewis University","Illinois","6","43500"
"2009","146612","Lewis University","Illinois","8","47600"
"2009","146621","Lexington College","Illinois","10","Suppressed data"
"2009","146621","Lexington College","Illinois","6","Suppressed data"
"2009","146621","Lexington College","Illinois","8","Suppressed data"
"2009","146667","Lincoln Christian University","Illinois","10","32800"
"2009","146667","Lincoln Christian University","Illinois","6","28400"
"2009","146667","Lincoln Christian University","Illinois","8","30600"
"2009","146676","Lincoln College","Illinois","10","32700"
"2009","146676","Lincoln College","Illinois","6","25800"
"2009","146676","Lincoln College","Illinois","8","29000"
"2009","146719","Loyola University Chicago","Illinois","10","58600"
"2009","146719","Loyola University Chicago","Illinois","6","43100"
"2009","146719","Loyola University Chicago","Illinois","8","51100"
"2009","146755","Trinity College of Nursing and Health Sciences","Illinois","10","45100"
"2009","146755","Trinity College of Nursing and Health Sciences","Illinois","6","42900"
"2009","146755","Trinity College of Nursing and Health Sciences","Illinois","8","44100"
"2009","146825","MacMurray College","Illinois","10","38100"
"2009","146825","MacMurray College","Illinois","6","31300"
"2009","146825","MacMurray College","Illinois","8","35500"
"2009","146977","McCormick Theological Seminary","Illinois","6","Suppressed data"
"2009","147013","McKendree University","Illinois","10","47000"
"2009","147013","McKendree University","Illinois","6","41100"
"2009","147013","McKendree University","Illinois","8","42100"
"2009","147031","Meadville Lombard Theological School","Illinois","10","Suppressed data"
"2009","147031","Meadville Lombard Theological School","Illinois","8","Suppressed data"
"2009","147129","Methodist College of Nursing","Illinois","10","46800"
"2009","147129","Methodist College of Nursing","Illinois","6","Suppressed data"
"2009","147129","Methodist College of Nursing","Illinois","8","Suppressed data"
"2009","147244","Millikin University","Illinois","10","48300"
"2009","147244","Millikin University","Illinois","6","37800"
"2009","147244","Millikin University","Illinois","8","42300"
"2009","147341","Monmouth College","Illinois","10","42500"
"2009","147341","Monmouth College","Illinois","6","33300"
"2009","147341","Monmouth College","Illinois","8","38400"
"2009","147536","National-Louis University","Illinois","10","56800"
"2009","147536","National-Louis University","Illinois","6","45700"
"2009","147536","National-Louis University","Illinois","8","49400"
"2009","147590","National University of Health Sciences","Illinois","10","52500"
"2009","147590","National University of Health Sciences","Illinois","6","37000"
"2009","147590","National University of Health Sciences","Illinois","8","50500"
"2009","147660","North Central College","Illinois","10","50700"
"2009","147660","North Central College","Illinois","6","38300"
"2009","147660","North Central College","Illinois","8","45500"
"2009","147679","North Park University","Illinois","10","43900"
"2009","147679","North Park University","Illinois","6","40700"
"2009","147679","North Park University","Illinois","8","40800"
"2009","147703","Northern Illinois University","Illinois","10","49800"
"2009","147703","Northern Illinois University","Illinois","6","37600"
"2009","147703","Northern Illinois University","Illinois","8","43500"
"2009","147767","Northwestern University","Illinois","10","78400"
"2009","147767","Northwestern University","Illinois","6","67500"
"2009","147767","Northwestern University","Illinois","8","73800"
"2009","147776","Northeastern Illinois University","Illinois","10","41400"
"2009","147776","Northeastern Illinois University","Illinois","6","31800"
"2009","147776","Northeastern Illinois University","Illinois","8","37300"
"2009","147828","Olivet Nazarene University","Illinois","10","44600"
"2009","147828","Olivet Nazarene University","Illinois","6","35700"
"2009","147828","Olivet Nazarene University","Illinois","8","37600"
"2009","148131","Quincy University","Illinois","10","41100"
"2009","148131","Quincy University","Illinois","6","34600"
"2009","148131","Quincy University","Illinois","8","38800"
"2009","148335","Robert Morris University Illinois","Illinois","10","37900"
"2009","148335","Robert Morris University Illinois","Illinois","6","29300"
"2009","148335","Robert Morris University Illinois","Illinois","8","35100"
"2009","148405","Rockford College","Illinois","10","42700"
"2009","148405","Rockford College","Illinois","6","36700"
"2009","148405","Rockford College","Illinois","8","39000"
"2009","148487","Roosevelt University","Illinois","10","46600"
"2009","148487","Roosevelt University","Illinois","6","40200"
"2009","148487","Roosevelt University","Illinois","8","44300"
"2009","148496","Dominican University","Illinois","10","49200"
"2009","148496","Dominican University","Illinois","6","37400"
"2009","148496","Dominican University","Illinois","8","44200"
"2009","148511","Rush University","Illinois","10","88100"
"2009","148511","Rush University","Illinois","6","71000"
"2009","148511","Rush University","Illinois","8","80000"
"2009","148575","Saint Francis Medical Center College of Nursing","Illinois","10","Suppressed data"
"2009","148575","Saint Francis Medical Center College of Nursing","Illinois","6","49200"
"2009","148575","Saint Francis Medical Center College of Nursing","Illinois","8","54700"
"2009","148584","University of St Francis","Illinois","10","52100"
"2009","148584","University of St Francis","Illinois","6","46700"
"2009","148584","University of St Francis","Illinois","8","46000"
"2009","148593","St Johns College","Illinois","10","Suppressed data"
"2009","148593","St Johns College","Illinois","6","Suppressed data"
"2009","148593","St Johns College","Illinois","8","Suppressed data"
"2009","148627","Saint Xavier University","Illinois","10","50200"
"2009","148627","Saint Xavier University","Illinois","6","40800"
"2009","148627","Saint Xavier University","Illinois","8","46500"
"2009","148654","University of Illinois at Springfield","Illinois","10","44700"
"2009","148654","University of Illinois at Springfield","Illinois","6","37700"
"2009","148654","University of Illinois at Springfield","Illinois","8","40900"
"2009","148849","Shimer College","Illinois","10","37300"
"2009","148849","Shimer College","Illinois","6","Suppressed data"
"2009","148849","Shimer College","Illinois","8","Suppressed data"
"2009","148876","Saint Augustine College","Illinois","10","28100"
"2009","148876","Saint Augustine College","Illinois","6","26300"
"2009","148876","Saint Augustine College","Illinois","8","26900"
"2009","148885","University of Saint Mary of the Lake","Illinois","10","Suppressed data"
"2009","148885","University of Saint Mary of the Lake","Illinois","6","Suppressed data"
"2009","148885","University of Saint Mary of the Lake","Illinois","8","Suppressed data"
"2009","148982","Spertus College","Illinois","10","Suppressed data"
"2009","149028","Saint Anthony College of Nursing","Illinois","10","Suppressed data"
"2009","149028","Saint Anthony College of Nursing","Illinois","6","61100"
"2009","149028","Saint Anthony College of Nursing","Illinois","8","55800"
"2009","149222","Southern Illinois University Carbondale","Illinois","10","48400"
"2009","149222","Southern Illinois University Carbondale","Illinois","6","37200"
"2009","149222","Southern Illinois University Carbondale","Illinois","8","43600"
"2009","149231","Southern Illinois University Edwardsville","Illinois","10","45100"
"2009","149231","Southern Illinois University Edwardsville","Illinois","6","38200"
"2009","149231","Southern Illinois University Edwardsville","Illinois","8","42500"
"2009","149329","Telshe Yeshiva-Chicago","Illinois","10","Suppressed data"
"2009","149329","Telshe Yeshiva-Chicago","Illinois","6","Suppressed data"
"2009","149329","Telshe Yeshiva-Chicago","Illinois","8","Suppressed data"
"2009","149505","Trinity Christian College","Illinois","10","41300"
"2009","149505","Trinity Christian College","Illinois","6","38500"
"2009","149505","Trinity Christian College","Illinois","8","41900"
"2009","149514","Trinity International University","Illinois","10","40700"
"2009","149514","Trinity International University","Illinois","6","38200"
"2009","149514","Trinity International University","Illinois","8","40800"
"2009","149639","VanderCook College of Music","Illinois","10","Suppressed data"
"2009","149639","VanderCook College of Music","Illinois","6","Suppressed data"
"2009","149639","VanderCook College of Music","Illinois","8","Suppressed data"
"2009","149763","West Suburban College of Nursing","Illinois","6","68100"
"2009","149763","West Suburban College of Nursing","Illinois","8","Suppressed data"
"2009","149772","Western Illinois University","Illinois","10","46700"
"2009","149772","Western Illinois University","Illinois","6","35500"
"2009","149772","Western Illinois University","Illinois","8","40800"
"2009","149781","Wheaton College","Illinois","10","51100"
"2009","149781","Wheaton College","Illinois","6","35300"
"2009","149781","Wheaton College","Illinois","8","43200"
"2009","156189","Alice Lloyd College","Kentucky","10","36600"
"2009","156189","Alice Lloyd College","Kentucky","6","27100"
"2009","156189","Alice Lloyd College","Kentucky","8","35500"
"2009","156213","Asbury College","Kentucky","10","40400"
"2009","156213","Asbury College","Kentucky","6","28000"
"2009","156213","Asbury College","Kentucky","8","33500"
"2009","156222","Asbury Theological Seminary","Kentucky","10","Suppressed data"
"2009","156222","Asbury Theological Seminary","Kentucky","6","42100"
"2009","156222","Asbury Theological Seminary","Kentucky","8","42400"
"2009","156286","Bellarmine University","Kentucky","10","50400"
"2009","156286","Bellarmine University","Kentucky","6","42500"
"2009","156286","Bellarmine University","Kentucky","8","45500"
"2009","156295","Berea College","Kentucky","10","36700"
"2009","156295","Berea College","Kentucky","6","28100"
"2009","156295","Berea College","Kentucky","8","32600"
"2009","156356","Brescia University","Kentucky","10","40000"
"2009","156356","Brescia University","Kentucky","6","30800"
"2009","156356","Brescia University","Kentucky","8","36700"
"2009","156365","Campbellsville University","Kentucky","10","34800"
"2009","156365","Campbellsville University","Kentucky","6","27500"
"2009","156365","Campbellsville University","Kentucky","8","31800"
"2009","156408","Centre College","Kentucky","10","58300"
"2009","156408","Centre College","Kentucky","6","33700"
"2009","156408","Centre College","Kentucky","8","43500"
"2009","156417","Clear Creek Baptist Bible College","Kentucky","10","42200"
"2009","156417","Clear Creek Baptist Bible College","Kentucky","6","24500"
"2009","156417","Clear Creek Baptist Bible College","Kentucky","8","30500"
"2009","156541","University of the Cumberlands","Kentucky","10","38400"
"2009","156541","University of the Cumberlands","Kentucky","6","29200"
"2009","156541","University of the Cumberlands","Kentucky","8","33100"
"2009","156620","Eastern Kentucky University","Kentucky","10","37900"
"2009","156620","Eastern Kentucky University","Kentucky","6","31000"
"2009","156620","Eastern Kentucky University","Kentucky","8","34300"
"2009","156745","Georgetown College","Kentucky","10","50400"
"2009","156745","Georgetown College","Kentucky","6","32300"
"2009","156745","Georgetown College","Kentucky","8","42300"
"2009","157030","Kentucky Mountain Bible College","Kentucky","10","Suppressed data"
"2009","157030","Kentucky Mountain Bible College","Kentucky","6","Suppressed data"
"2009","157030","Kentucky Mountain Bible College","Kentucky","8","Suppressed data"
"2009","157058","Kentucky State University","Kentucky","10","32400"
"2009","157058","Kentucky State University","Kentucky","6","26200"
"2009","157058","Kentucky State University","Kentucky","8","28600"
"2009","157076","Kentucky Wesleyan College","Kentucky","10","42000"
"2009","157076","Kentucky Wesleyan College","Kentucky","6","27100"
"2009","157076","Kentucky Wesleyan College","Kentucky","8","37800"
"2009","157085","University of Kentucky","Kentucky","10","49400"
"2009","157085","University of Kentucky","Kentucky","6","39800"
"2009","157085","University of Kentucky","Kentucky","8","44600"
"2009","157100","Kentucky Christian University","Kentucky","10","33800"
"2009","157100","Kentucky Christian University","Kentucky","6","28600"
"2009","157100","Kentucky Christian University","Kentucky","8","30200"
"2009","157207","Lexington Theological Seminary","Kentucky","10","Suppressed data"
"2009","157216","Lindsey Wilson College","Kentucky","10","28500"
"2009","157216","Lindsey Wilson College","Kentucky","6","23700"
"2009","157216","Lindsey Wilson College","Kentucky","8","28600"
"2009","157289","University of Louisville","Kentucky","10","45100"
"2009","157289","University of Louisville","Kentucky","6","35500"
"2009","157289","University of Louisville","Kentucky","8","40800"
"2009","157298","Louisville Presbyterian Theological Seminary","Kentucky","10","Suppressed data"
"2009","157298","Louisville Presbyterian Theological Seminary","Kentucky","6","Suppressed data"
"2009","157298","Louisville Presbyterian Theological Seminary","Kentucky","8","Suppressed data"
"2009","157359","Mid-Continent University","Kentucky","10","48300"
"2009","157359","Mid-Continent University","Kentucky","6","40200"
"2009","157359","Mid-Continent University","Kentucky","8","43000"
"2009","157377","Midway College","Kentucky","10","41800"
"2009","157377","Midway College","Kentucky","6","35500"
"2009","157377","Midway College","Kentucky","8","38400"
"2009","157386","Morehead State University","Kentucky","10","35800"
"2009","157386","Morehead State University","Kentucky","6","27900"
"2009","157386","Morehead State University","Kentucky","8","31900"
"2009","157401","Murray State University","Kentucky","10","41200"
"2009","157401","Murray State University","Kentucky","6","32000"
"2009","157401","Murray State University","Kentucky","8","36000"
"2009","157447","Northern Kentucky University","Kentucky","10","40100"
"2009","157447","Northern Kentucky University","Kentucky","6","33100"
"2009","157447","Northern Kentucky University","Kentucky","8","36400"
"2009","157535","Pikeville College","Kentucky","10","40500"
"2009","157535","Pikeville College","Kentucky","6","27900"
"2009","157535","Pikeville College","Kentucky","8","33700"
"2009","157632","Saint Catharine College","Kentucky","10","35900"
"2009","157632","Saint Catharine College","Kentucky","6","28500"
"2009","157632","Saint Catharine College","Kentucky","8","33000"
"2009","157757","Spalding University","Kentucky","10","45100"
"2009","157757","Spalding University","Kentucky","6","40100"
"2009","157757","Spalding University","Kentucky","8","44200"
"2009","157809","Thomas More College","Kentucky","10","51700"
"2009","157809","Thomas More College","Kentucky","6","44600"
"2009","157809","Thomas More College","Kentucky","8","47000"
"2009","157818","Transylvania University","Kentucky","10","51100"
"2009","157818","Transylvania University","Kentucky","6","31900"
"2009","157818","Transylvania University","Kentucky","8","38100"
"2009","157863","Union College","Kentucky","10","41000"
"2009","157863","Union College","Kentucky","6","29100"
"2009","157863","Union College","Kentucky","8","33000"
"2009","157951","Western Kentucky University","Kentucky","10","38400"
"2009","157951","Western Kentucky University","Kentucky","6","30200"
"2009","157951","Western Kentucky University","Kentucky","8","34900"
"2009","260947","Christian Life College","Illinois","10","Suppressed data"
"2009","260947","Christian Life College","Illinois","6","Suppressed data"
"2009","260947","Christian Life College","Illinois","8","Suppressed data"
"2009","260956","Knowledge Systems Institute","Illinois","10","Suppressed data"
"2009","260956","Knowledge Systems Institute","Illinois","8","Suppressed data"
"2009","409254","Erikson Institute","Illinois","6","Suppressed data"
"2009","409254","Erikson Institute","Illinois","8","Suppressed data"
"2008","142832","Adler School of Professional Psychology","Illinois","7","Suppressed data"
"2008","143048","School of the Art Institute of Chicago","Illinois","7","31900"
"2008","143048","School of the Art Institute of Chicago","Illinois","9","35900"
"2008","143084","Augustana College","Illinois","7","44500"
"2008","143084","Augustana College","Illinois","9","54800"
"2008","143118","Aurora University","Illinois","7","39900"
"2008","143118","Aurora University","Illinois","9","47400"
"2008","143288","Blackburn College","Illinois","7","34900"
"2008","143288","Blackburn College","Illinois","9","38400"
"2008","143297","Blessing Rieman College of Nursing","Illinois","7","52500"
"2008","143297","Blessing Rieman College of Nursing","Illinois","9","Suppressed data"
"2008","143358","Bradley University","Illinois","7","50300"
"2008","143358","Bradley University","Illinois","9","54800"
"2008","143853","Midwestern University","Illinois","7","109100"
"2008","143853","Midwestern University","Illinois","9","110000"
"2008","143978","Chicago School of Professional Psychology","Illinois","7","Suppressed data"
"2008","144005","Chicago State University","Illinois","7","35500"
"2008","144005","Chicago State University","Illinois","9","38000"
"2008","144014","Chicago Theological Seminary","Illinois","9","Suppressed data"
"2008","144050","University of Chicago","Illinois","7","80500"
"2008","144050","University of Chicago","Illinois","9","84800"
"2008","144281","Columbia College Chicago","Illinois","7","31200"
"2008","144281","Columbia College Chicago","Illinois","9","34400"
"2008","144351","Concordia University","Illinois","7","39900"
"2008","144351","Concordia University","Illinois","9","43000"
"2008","144740","DePaul University","Illinois","7","50400"
"2008","144740","DePaul University","Illinois","9","56000"
"2008","144883","East-West University","Illinois","7","25000"
"2008","144883","East-West University","Illinois","9","26500"
"2008","144892","Eastern Illinois University","Illinois","7","39400"
"2008","144892","Eastern Illinois University","Illinois","9","44800"
"2008","144962","Elmhurst College","Illinois","7","46200"
"2008","144962","Elmhurst College","Illinois","9","52300"
"2008","144971","Eureka College","Illinois","7","35300"
"2008","144971","Eureka College","Illinois","9","41800"
"2008","145275","Garrett-Evangelical Theological Seminary","Illinois","7","Suppressed data"
"2008","145275","Garrett-Evangelical Theological Seminary","Illinois","9","Suppressed data"
"2008","145336","Governors State University","Illinois","7","41100"
"2008","145336","Governors State University","Illinois","9","43600"
"2008","145372","Greenville College","Illinois","7","37300"
"2008","145372","Greenville College","Illinois","9","40000"
"2008","145497","Hebrew Theological College","Illinois","7","21300"
"2008","145497","Hebrew Theological College","Illinois","9","32000"
"2008","145558","Rosalind Franklin University of Medicine and Science","Illinois","7","101100"
"2008","145558","Rosalind Franklin University of Medicine and Science","Illinois","9","156000"
"2008","145600","University of Illinois at Chicago","Illinois","7","50900"
"2008","145600","University of Illinois at Chicago","Illinois","9","57300"
"2008","145619","Benedictine University","Illinois","7","48500"
"2008","145619","Benedictine University","Illinois","9","51200"
"2008","145628","Illinois College of Optometry","Illinois","7","82500"
"2008","145628","Illinois College of Optometry","Illinois","9","95200"
"2008","145637","University of Illinois at Urbana-Champaign","Illinois","7","55100"
"2008","145637","University of Illinois at Urbana-Champaign","Illinois","9","64300"
"2008","145646","Illinois Wesleyan University","Illinois","7","49900"
"2008","145646","Illinois Wesleyan University","Illinois","9","56800"
"2008","145691","Illinois College","Illinois","7","35500"
"2008","145691","Illinois College","Illinois","9","40800"
"2008","145725","Illinois Institute of Technology","Illinois","7","65300"
"2008","145725","Illinois Institute of Technology","Illinois","9","69800"
"2008","145813","Illinois State University","Illinois","7","42900"
"2008","145813","Illinois State University","Illinois","9","47600"
"2008","146241","The John Marshall Law School","Illinois","7","Suppressed data"
"2008","146339","Judson University","Illinois","7","41300"
"2008","146339","Judson University","Illinois","9","41300"
"2008","146427","Knox College","Illinois","7","38400"
"2008","146427","Knox College","Illinois","9","45500"
"2008","146481","Lake Forest College","Illinois","7","44400"
"2008","146481","Lake Forest College","Illinois","9","56400"
"2008","146490","Lake Forest Graduate School of Management","Illinois","7","Suppressed data"
"2008","146490","Lake Forest Graduate School of Management","Illinois","9","Suppressed data"
"2008","146533","Lakeview College of Nursing","Illinois","7","Suppressed data"
"2008","146533","Lakeview College of Nursing","Illinois","9","Suppressed data"
"2008","146612","Lewis University","Illinois","7","44800"
"2008","146612","Lewis University","Illinois","9","50100"
"2008","146621","Lexington College","Illinois","7","Suppressed data"
"2008","146621","Lexington College","Illinois","9","Suppressed data"
"2008","146667","Lincoln Christian College and Seminary","Illinois","7","29400"
"2008","146667","Lincoln Christian College and Seminary","Illinois","9","31900"
"2008","146676","Lincoln College","Illinois","7","28200"
"2008","146676","Lincoln College","Illinois","9","31400"
"2008","146719","Loyola University Chicago","Illinois","7","47700"
"2008","146719","Loyola University Chicago","Illinois","9","55600"
"2008","146755","Trinity College of Nursing and Health Sciences","Illinois","7","43700"
"2008","146755","Trinity College of Nursing and Health Sciences","Illinois","9","43900"
"2008","146825","MacMurray College","Illinois","7","34500"
"2008","146825","MacMurray College","Illinois","9","36300"
"2008","147013","McKendree University","Illinois","7","40600"
"2008","147013","McKendree University","Illinois","9","46300"
"2008","147031","Meadville Lombard Theological School","Illinois","7","Suppressed data"
"2008","147031","Meadville Lombard Theological School","Illinois","9","Suppressed data"
"2008","147129","Methodist College of Nursing","Illinois","7","Suppressed data"
"2008","147129","Methodist College of Nursing","Illinois","9","47000"
"2008","147244","Millikin University","Illinois","7","40600"
"2008","147244","Millikin University","Illinois","9","45900"
"2008","147341","Monmouth College","Illinois","7","36600"
"2008","147341","Monmouth College","Illinois","9","42100"
"2008","147536","National-Louis University","Illinois","7","48400"
"2008","147536","National-Louis University","Illinois","9","55100"
"2008","147590","National University of Health Sciences","Illinois","7","50000"
"2008","147590","National University of Health Sciences","Illinois","9","56500"
"2008","147660","North Central College","Illinois","7","44700"
"2008","147660","North Central College","Illinois","9","48800"
"2008","147679","North Park University","Illinois","7","39300"
"2008","147679","North Park University","Illinois","9","42100"
"2008","147703","Northern Illinois University","Illinois","7","41900"
"2008","147703","Northern Illinois University","Illinois","9","48100"
"2008","147767","Northwestern University","Illinois","7","69200"
"2008","147767","Northwestern University","Illinois","9","73900"
"2008","147776","Northeastern Illinois University","Illinois","7","35300"
"2008","147776","Northeastern Illinois University","Illinois","9","40100"
"2008","147828","Olivet Nazarene University","Illinois","7","36600"
"2008","147828","Olivet Nazarene University","Illinois","9","42400"
"2008","148131","Quincy University","Illinois","7","37600"
"2008","148131","Quincy University","Illinois","9","39600"
"2008","148335","Robert Morris College","Illinois","7","34000"
"2008","148335","Robert Morris College","Illinois","9","37200"
"2008","148405","Rockford College","Illinois","7","38400"
"2008","148405","Rockford College","Illinois","9","40600"
"2008","148487","Roosevelt University","Illinois","7","42000"
"2008","148487","Roosevelt University","Illinois","9","46200"
"2008","148496","Dominican University","Illinois","7","41700"
"2008","148496","Dominican University","Illinois","9","45700"
"2008","148511","Rush University","Illinois","7","68600"
"2008","148511","Rush University","Illinois","9","82600"
"2008","148575","Saint Francis Medical Center College of Nursing","Illinois","7","55400"
"2008","148575","Saint Francis Medical Center College of Nursing","Illinois","9","Suppressed data"
"2008","148584","University of St Francis","Illinois","7","44100"
"2008","148584","University of St Francis","Illinois","9","50400"
"2008","148593","St Johns College","Illinois","7","Suppressed data"
"2008","148593","St Johns College","Illinois","9","Suppressed data"
"2008","148627","Saint Xavier University","Illinois","7","44600"
"2008","148627","Saint Xavier University","Illinois","9","48600"
"2008","148654","University of Illinois at Springfield","Illinois","7","38600"
"2008","148654","University of Illinois at Springfield","Illinois","9","44200"
"2008","148849","Shimer College","Illinois","7","Suppressed data"
"2008","148849","Shimer College","Illinois","9","33500"
"2008","148876","Saint Augustine College","Illinois","7","26900"
"2008","148876","Saint Augustine College","Illinois","9","28500"
"2008","148885","University of Saint Mary of the Lake","Illinois","7","Suppressed data"
"2008","148885","University of Saint Mary of the Lake","Illinois","9","Suppressed data"
"2008","148982","Spertus College","Illinois","9","Suppressed data"
"2008","149028","Saint Anthony College of Nursing","Illinois","7","54200"
"2008","149028","Saint Anthony College of Nursing","Illinois","9","Suppressed data"
"2008","149222","Southern Illinois University Carbondale","Illinois","7","41700"
"2008","149222","Southern Illinois University Carbondale","Illinois","9","46600"
"2008","149231","Southern Illinois University Edwardsville","Illinois","7","40300"
"2008","149231","Southern Illinois University Edwardsville","Illinois","9","43500"
"2008","149329","Telshe Yeshiva-Chicago","Illinois","7","Suppressed data"
"2008","149329","Telshe Yeshiva-Chicago","Illinois","9","Suppressed data"
"2008","149505","Trinity Christian College","Illinois","7","40400"
"2008","149505","Trinity Christian College","Illinois","9","41000"
"2008","149514","Trinity International University","Illinois","7","39900"
"2008","149514","Trinity International University","Illinois","9","40200"
"2008","149639","VanderCook College of Music","Illinois","7","Suppressed data"
"2008","149639","VanderCook College of Music","Illinois","9","Suppressed data"
"2008","149763","West Suburban College of Nursing","Illinois","7","Suppressed data"
"2008","149772","Western Illinois University","Illinois","7","38900"
"2008","149772","Western Illinois University","Illinois","9","45400"
"2008","149781","Wheaton College","Illinois","7","39200"
"2008","149781","Wheaton College","Illinois","9","48300"
"2008","156189","Alice Lloyd College","Kentucky","7","32500"
"2008","156189","Alice Lloyd College","Kentucky","9","33700"
"2008","156213","Asbury College","Kentucky","7","31800"
"2008","156213","Asbury College","Kentucky","9","38400"
"2008","156222","Asbury Theological Seminary","Kentucky","7","41500"
"2008","156222","Asbury Theological Seminary","Kentucky","9","Suppressed data"
"2008","156286","Bellarmine University","Kentucky","7","43400"
"2008","156286","Bellarmine University","Kentucky","9","48000"
"2008","156295","Berea College","Kentucky","7","31200"
"2008","156295","Berea College","Kentucky","9","33900"
"2008","156356","Brescia University","Kentucky","7","36900"
"2008","156356","Brescia University","Kentucky","9","38200"
"2008","156365","Campbellsville University","Kentucky","7","32400"
"2008","156365","Campbellsville University","Kentucky","9","32900"
"2008","156408","Centre College","Kentucky","7","38300"
"2008","156408","Centre College","Kentucky","9","53900"
"2008","156417","Clear Creek Baptist Bible College","Kentucky","7","27500"
"2008","156417","Clear Creek Baptist Bible College","Kentucky","9","43400"
"2008","156541","University of the Cumberlands","Kentucky","7","30800"
"2008","156541","University of the Cumberlands","Kentucky","9","36700"
"2008","156620","Eastern Kentucky University","Kentucky","7","32900"
"2008","156620","Eastern Kentucky University","Kentucky","9","36800"
"2008","156745","Georgetown College","Kentucky","7","38900"
"2008","156745","Georgetown College","Kentucky","9","46400"
"2008","157030","Kentucky Mountain Bible College","Kentucky","7","Suppressed data"
"2008","157030","Kentucky Mountain Bible College","Kentucky","9","Suppressed data"
"2008","157058","Kentucky State University","Kentucky","7","27100"
"2008","157058","Kentucky State University","Kentucky","9","31500"
"2008","157076","Kentucky Wesleyan College","Kentucky","7","35100"
"2008","157076","Kentucky Wesleyan College","Kentucky","9","39700"
"2008","157085","University of Kentucky","Kentucky","7","42500"
"2008","157085","University of Kentucky","Kentucky","9","47800"
"2008","157100","Kentucky Christian University","Kentucky","7","29100"
"2008","157100","Kentucky Christian University","Kentucky","9","32000"
"2008","157207","Lexington Theological Seminary","Kentucky","9","Suppressed data"
"2008","157216","Lindsey Wilson College","Kentucky","7","27200"
"2008","157216","Lindsey Wilson College","Kentucky","9","28900"
"2008","157289","University of Louisville","Kentucky","7","38900"
"2008","157289","University of Louisville","Kentucky","9","43600"
"2008","157298","Louisville Presbyterian Theological Seminary","Kentucky","7","Suppressed data"
"2008","157298","Louisville Presbyterian Theological Seminary","Kentucky","9","Suppressed data"
"2008","157359","Mid-Continent University","Kentucky","7","40200"
"2008","157359","Mid-Continent University","Kentucky","9","47300"
"2008","157377","Midway College","Kentucky","7","37300"
"2008","157377","Midway College","Kentucky","9","41000"
"2008","157386","Morehead State University","Kentucky","7","29800"
"2008","157386","Morehead State University","Kentucky","9","34900"
"2008","157401","Murray State University","Kentucky","7","33100"
"2008","157401","Murray State University","Kentucky","9","39100"
"2008","157447","Northern Kentucky University","Kentucky","7","34800"
"2008","157447","Northern Kentucky University","Kentucky","9","38900"
